Start Station,DoWS,mean,Conf_L,Conf_H,landmark,dockcount,Recommendation,Adjust Low End,Adjust High End
Arena Green / SAP Center,3,0.0769230769231,-0.45192307692307693,0.53598014888337464,San Jose,19.0,DO NOT REBALANCE!,1.0,1.0
Arena Green / SAP Center,4,-0.5,-0.59090909090909083,0.66666666666666663,San Jose,19.0,DO NOT REBALANCE!,1.0,2.0
Arena Green / SAP Center,5,-0.625,-0.60227272727272729,0.4916666666666667,San Jose,19.0,REBALANCE! Remove bikes,1.0,2.0
Arena Green / SAP Center,6,-0.333333333333,-0.45614035087719301,0.38596491228070173,San Jose,19.0,DO NOT REBALANCE!,1.0,1.0
Beale at Market,0,-7.5,-1.4130434782608692,1.5,San Francisco,19.0,REBALANCE! Remove bikes,7.0,9.0
Beale at Market,1,-7.84615384615,-1.4720279720279725,1.8006993006993,San Francisco,19.0,REBALANCE! Remove bikes,7.0,10.0
Beale at Market,2,-5.61538461538,-1.4846153846153847,1.4261954261954255,San Francisco,19.0,REBALANCE! Remove bikes,5.0,8.0
Beale at Market,3,-9.23076923077,-1.5978021978021992,1.1719457013574655,San Francisco,19.0,REBALANCE! Remove bikes,8.0,11.0
Beale at Market,4,-4.88461538462,-1.0320512820512819,1.265567765567766,San Francisco,19.0,REBALANCE! Remove bikes,4.0,7.0
Beale at Market,5,-2.66666666667,-0.76190476190476186,1.037037037037037,San Francisco,19.0,REBALANCE! Remove bikes,2.0,4.0
Beale at Market,6,-1.40740740741,-0.83259259259259277,0.76455026455026454,San Francisco,19.0,REBALANCE! Remove bikes,1.0,3.0
Broadway St at Battery St,0,-2.15384615385,-0.96153846153846168,0.8538461538461537,San Francisco,15.0,REBALANCE! Remove bikes,2.0,4.0
Broadway St at Battery St,1,-3.57692307692,-0.93822843822843849,1.2725752508361206,San Francisco,15.0,REBALANCE! Remove bikes,3.0,5.0
Broadway St at Battery St,2,-2.69230769231,-0.95986622073578554,1.1628959276018103,San Francisco,15.0,REBALANCE! Remove bikes,2.0,4.0
Broadway St at Battery St,3,-3.61538461538,-0.83461538461538476,0.92788461538461542,San Francisco,15.0,REBALANCE! Remove bikes,3.0,5.0
Broadway St at Battery St,4,-4.15384615385,-1.255244755244755,1.4230769230769234,San Francisco,15.0,REBALANCE! Remove bikes,3.0,6.0
Broadway St at Battery St,5,-0.148148148148,-0.68042328042328049,0.67195767195767198,San Francisco,15.0,DO NOT REBALANCE!,1.0,1.0
Broadway St at Battery St,6,-0.423076923077,-0.35953177257525087,0.26923076923076922,San Francisco,15.0,REBALANCE! Remove bikes,1.0,1.0
Broadway at Main,0,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Broadway at Main,1,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Broadway at Main,2,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Broadway at Main,3,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Broadway at Main,4,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Broadway at Main,5,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Broadway at Main,6,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
California Ave Caltrain Station,0,0.04,-0.37333333333333329,0.36909090909090914,Palo Alto,15.0,DO NOT REBALANCE!,1.0,1.0
California Ave Caltrain Station,1,-0.04,-0.3674074074074074,0.31272727272727269,Palo Alto,15.0,DO NOT REBALANCE!,1.0,1.0
California Ave Caltrain Station,2,-0.16,-0.37571428571428567,0.38222222222222224,Palo Alto,15.0,DO NOT REBALANCE!,1.0,1.0
California Ave Caltrain Station,3,0.625,-0.33333333333333331,0.43055555555555558,Palo Alto,15.0,REBALANCE! Add bikes,1.0,1.0
California Ave Caltrain Station,4,-0.0869565217391,-0.23304347826086957,0.27445652173913043,Palo Alto,15.0,DO NOT REBALANCE!,1.0,1.0
California Ave Caltrain Station,5,0.318181818182,-0.44318181818181818,0.39610389610389612,Palo Alto,15.0,DO NOT REBALANCE!,1.0,1.0
California Ave Caltrain Station,6,0.272727272727,-0.52272727272727271,0.49197860962566842,Palo Alto,15.0,DO NOT REBALANCE!,1.0,1.0
Castro Street and El Camino Real,0,-0.76,-0.60842105263157897,0.76000000000000001,Mountain View,11.0,REBALANCE! Remove bikes,1.0,2.0
Castro Street and El Camino Real,1,-0.615384615385,-0.49175824175824179,0.74441687344913154,Mountain View,11.0,REBALANCE! Remove bikes,1.0,2.0
Castro Street and El Camino Real,2,-0.115384615385,-0.38461538461538458,0.53643724696356276,Mountain View,11.0,DO NOT REBALANCE!,1.0,1.0
Castro Street and El Camino Real,3,-1.0,-0.3666666666666667,0.4285714285714286,Mountain View,11.0,REBALANCE! Remove bikes,1.0,2.0
Castro Street and El Camino Real,4,-0.28,-0.29575757575757577,0.33263157894736844,Mountain View,11.0,DO NOT REBALANCE!,1.0,1.0
Castro Street and El Camino Real,5,-0.235294117647,-0.40756302521008408,0.58823529411764708,Mountain View,11.0,DO NOT REBALANCE!,1.0,1.0
Castro Street and El Camino Real,6,-0.541666666667,-0.56359649122807032,0.58712121212121204,Mountain View,11.0,DO NOT REBALANCE!,1.0,2.0
Civic Center BART (7th at Market),0,2.5,-1.3275862068965518,1.2222222222222223,San Francisco,23.0,REBALANCE! Add bikes,4.0,2.0
Civic Center BART (7th at Market),1,-0.615384615385,-2.1573426573426575,1.9487179487179487,San Francisco,23.0,DO NOT REBALANCE!,2.0,3.0
Civic Center BART (7th at Market),2,1.73076923077,-1.3436724565756824,1.1923076923076921,San Francisco,23.0,REBALANCE! Add bikes,4.0,1.0
Civic Center BART (7th at Market),3,0.884615384615,-1.8846153846153846,1.5364372469635628,San Francisco,23.0,DO NOT REBALANCE!,3.0,1.0
Civic Center BART (7th at Market),4,0.346153846154,-1.5,1.5038461538461538,San Francisco,23.0,DO NOT REBALANCE!,2.0,2.0
Civic Center BART (7th at Market),5,-0.592592592593,-0.94907407407407418,1.144316730523627,San Francisco,23.0,DO NOT REBALANCE!,1.0,2.0
Civic Center BART (7th at Market),6,2.22222222222,-1.1150793650793651,0.87301587301587302,San Francisco,23.0,REBALANCE! Add bikes,4.0,2.0
Clay at Battery,0,1.23076923077,-1.2678062678062678,1.5278514588859418,San Francisco,15.0,DO NOT REBALANCE!,3.0,1.0
Clay at Battery,1,1.30769230769,-1.9547511312217196,1.8423076923076922,San Francisco,15.0,DO NOT REBALANCE!,4.0,1.0
Clay at Battery,2,-0.653846153846,-0.86467236467236475,0.81174089068825905,San Francisco,15.0,DO NOT REBALANCE!,1.0,2.0
Clay at Battery,3,0.192307692308,-1.0955334987593053,0.91880341880341887,San Francisco,15.0,DO NOT REBALANCE!,2.0,1.0
Clay at Battery,4,0.307692307692,-1.0769230769230771,1.1923076923076923,San Francisco,15.0,DO NOT REBALANCE!,2.0,1.0
Clay at Battery,5,0.407407407407,-1.4386574074074074,1.2592592592592593,San Francisco,15.0,DO NOT REBALANCE!,2.0,1.0
Clay at Battery,6,-0.148148148148,-0.94560185185185186,1.1005291005291005,San Francisco,15.0,DO NOT REBALANCE!,1.0,2.0
Commercial at Montgomery,0,0.153846153846,-1.1193633952254642,1.0683760683760686,San Francisco,15.0,DO NOT REBALANCE!,2.0,1.0
Commercial at Montgomery,1,0.153846153846,-1.4986737400530505,1.6153846153846154,San Francisco,15.0,DO NOT REBALANCE!,2.0,2.0
Commercial at Montgomery,2,0.846153846154,-1.6080586080586081,1.3324175824175821,San Francisco,15.0,DO NOT REBALANCE!,3.0,1.0
Commercial at Montgomery,3,0.576923076923,-1.1223776223776223,1.6644562334217505,San Francisco,15.0,DO NOT REBALANCE!,2.0,2.0
Commercial at Montgomery,4,-0.576923076923,-1.0769230769230769,1.2435897435897436,San Francisco,15.0,DO NOT REBALANCE!,1.0,2.0
Commercial at Montgomery,5,-1.34615384615,-1.1538461538461537,0.7535612535612537,San Francisco,15.0,REBALANCE! Remove bikes,1.0,3.0
Commercial at Montgomery,6,-0.518518518519,-1.0723905723905722,1.0385185185185186,San Francisco,15.0,DO NOT REBALANCE!,1.0,2.0
Cowper at University,0,-1.03846153846,-0.36153846153846136,0.41346153846153855,Palo Alto,11.0,REBALANCE! Remove bikes,1.0,2.0
Cowper at University,1,-0.5,-0.71428571428571419,0.59090909090909094,Palo Alto,11.0,DO NOT REBALANCE!,1.0,2.0
Cowper at University,2,-0.0384615384615,-0.57023411371237465,0.50512820512820511,Palo Alto,11.0,DO NOT REBALANCE!,1.0,1.0
Cowper at University,3,-0.5,-0.4642857142857143,0.4642857142857143,Palo Alto,11.0,REBALANCE! Remove bikes,1.0,1.0
Cowper at University,4,-0.384615384615,-0.39316239316239315,0.43006993006993011,Palo Alto,11.0,DO NOT REBALANCE!,1.0,1.0
Cowper at University,5,-0.05,-0.36176470588235293,0.31315789473684208,Palo Alto,11.0,DO NOT REBALANCE!,1.0,1.0
Cowper at University,6,-0.333333333333,-0.36666666666666664,0.37878787878787878,Palo Alto,11.0,DO NOT REBALANCE!,1.0,1.0
Davis at Jackson,0,2.5,-0.91176470588235303,1.1666666666666665,San Francisco,15.0,REBALANCE! Add bikes,4.0,2.0
Davis at Jackson,1,2.34615384615,-1.137820512820513,0.85384615384615392,San Francisco,15.0,REBALANCE! Add bikes,4.0,2.0
Davis at Jackson,2,1.84615384615,-1.1042183622828785,1.1538461538461537,San Francisco,15.0,REBALANCE! Add bikes,3.0,1.0
Davis at Jackson,3,3.11538461538,-1.0201465201465201,0.92032967032967017,San Francisco,15.0,REBALANCE! Add bikes,5.0,3.0
Davis at Jackson,4,1.26923076923,-1.0769230769230769,1.5,San Francisco,15.0,DO NOT REBALANCE!,3.0,1.0
Davis at Jackson,5,-0.333333333333,-1.1212121212121213,1.0909090909090908,San Francisco,15.0,DO NOT REBALANCE!,1.0,2.0
Davis at Jackson,6,-0.555555555556,-1.0,0.8737373737373737,San Francisco,15.0,DO NOT REBALANCE!,1.0,2.0
Embarcadero at Bryant,0,-1.0,-1.4571428571428573,1.2333333333333334,San Francisco,15.0,DO NOT REBALANCE!,1.0,3.0
Embarcadero at Bryant,1,-2.34615384615,-1.2538461538461538,0.98615384615384616,San Francisco,15.0,REBALANCE! Remove bikes,2.0,4.0
Embarcadero at Bryant,2,-2.0,-1.5,1.3548387096774195,San Francisco,15.0,REBALANCE! Remove bikes,1.0,4.0
Embarcadero at Bryant,3,-4.03846153846,-1.3365384615384617,1.3813186813186813,San Francisco,15.0,REBALANCE! Remove bikes,3.0,6.0
Embarcadero at Bryant,4,-3.0,-1.9565217391304346,2.1176470588235294,San Francisco,15.0,REBALANCE! Remove bikes,2.0,6.0
Embarcadero at Bryant,5,-0.888888888889,-1.3923611111111112,1.2573099415204678,San Francisco,15.0,DO NOT REBALANCE!,1.0,3.0
Embarcadero at Bryant,6,-2.7037037037,-1.3489278752436644,1.6666666666666667,San Francisco,15.0,REBALANCE! Remove bikes,2.0,5.0
Embarcadero at Folsom,0,0.307692307692,-1.534965034965035,1.2478632478632479,San Francisco,19.0,DO NOT REBALANCE!,2.0,1.0
Embarcadero at Folsom,1,-0.769230769231,-1.0568561872909696,1.4662004662004664,San Francisco,19.0,DO NOT REBALANCE!,1.0,3.0
Embarcadero at Folsom,2,-1.69230769231,-1.6826923076923077,1.9780219780219781,San Francisco,19.0,REBALANCE! Remove bikes,1.0,4.0
Embarcadero at Folsom,3,1.4,-1.3583333333333332,1.7481481481481485,San Francisco,19.0,DO NOT REBALANCE!,3.0,1.0
Embarcadero at Folsom,4,-0.538461538462,-1.4985754985754989,1.1384615384615384,San Francisco,19.0,DO NOT REBALANCE!,1.0,2.0
Embarcadero at Folsom,5,-0.37037037037,-1.0387205387205389,1.0800477897252092,San Francisco,19.0,DO NOT REBALANCE!,1.0,2.0
Embarcadero at Folsom,6,-1.59259259259,-0.65740740740740744,0.87830687830687826,San Francisco,19.0,REBALANCE! Remove bikes,1.0,3.0
Embarcadero at Sansome,0,4.42307692308,-1.5000000000000004,1.3269230769230766,San Francisco,15.0,REBALANCE! Add bikes,6.0,4.0
Embarcadero at Sansome,1,3.76923076923,-1.7358974358974359,2.415954415954416,San Francisco,15.0,REBALANCE! Add bikes,6.0,2.0
Embarcadero at Sansome,2,5.57692307692,-1.1558704453441289,1.1105769230769234,San Francisco,15.0,REBALANCE! Add bikes,7.0,5.0
Embarcadero at Sansome,3,6.26923076923,-1.504524886877828,2.179045092838197,San Francisco,15.0,REBALANCE! Add bikes,8.0,5.0
Embarcadero at Sansome,4,8.88461538462,-2.5142450142450148,1.865384615384615,San Francisco,15.0,REBALANCE! Add bikes,12.0,8.0
Embarcadero at Sansome,5,7.11111111111,-2.8758169934640518,2.1111111111111107,San Francisco,15.0,REBALANCE! Add bikes,10.0,5.0
Embarcadero at Sansome,6,6.92592592593,-1.9592592592592588,2.1610305958132052,San Francisco,15.0,REBALANCE! Add bikes,9.0,5.0
Embarcadero at Vallejo,0,3.07692307692,-1.1736972704714641,1.4230769230769229,San Francisco,15.0,REBALANCE! Add bikes,5.0,2.0
Embarcadero at Vallejo,1,1.34615384615,-0.97115384615384626,1.0732009925558312,San Francisco,15.0,REBALANCE! Add bikes,3.0,1.0
Embarcadero at Vallejo,2,2.92307692308,-1.0535117056856185,1.3894230769230771,San Francisco,15.0,REBALANCE! Add bikes,4.0,2.0
Embarcadero at Vallejo,3,2.84615384615,-1.4590570719602978,1.1168091168091165,San Francisco,15.0,REBALANCE! Add bikes,5.0,2.0
Embarcadero at Vallejo,4,3.80769230769,-1.2521367521367521,1.4145299145299148,San Francisco,15.0,REBALANCE! Add bikes,6.0,3.0
Embarcadero at Vallejo,5,0.481481481481,-2.1481481481481484,2.1272141706924317,San Francisco,15.0,DO NOT REBALANCE!,3.0,2.0
Embarcadero at Vallejo,6,1.74074074074,-1.3478835978835979,1.4192592592592594,San Francisco,15.0,REBALANCE! Add bikes,4.0,1.0
Evelyn Park and Ride,0,0.884615384615,-0.53846153846153844,0.44871794871794868,Mountain View,15.0,REBALANCE! Add bikes,2.0,1.0
Evelyn Park and Ride,1,0.166666666667,-0.41666666666666663,0.41666666666666674,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Evelyn Park and Ride,2,0.653846153846,-0.39297658862876256,0.48901098901098894,Mountain View,15.0,REBALANCE! Add bikes,2.0,1.0
Evelyn Park and Ride,3,0.269230769231,-0.49145299145299143,0.50219780219780219,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Evelyn Park and Ride,4,0.153846153846,-0.37123745819397991,0.41758241758241754,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Evelyn Park and Ride,5,-0.266666666667,-0.31666666666666671,0.44313725490196076,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Evelyn Park and Ride,6,-0.0625,-0.1875,0.16776315789473684,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Franklin at Maple,0,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Franklin at Maple,1,0.428571428571,-0.42857142857142855,0.5714285714285714,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Franklin at Maple,2,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Franklin at Maple,3,0.1,-0.10000000000000001,0.23333333333333331,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Franklin at Maple,4,-0.0909090909091,-0.1818181818181818,0.090909090909090912,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Franklin at Maple,5,-0.0833333333333,-0.11666666666666668,0.083333333333333329,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Franklin at Maple,6,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Golden Gate at Polk,0,-2.11538461538,-0.98138957816377159,0.90109890109890123,San Francisco,23.0,REBALANCE! Remove bikes,2.0,4.0
Golden Gate at Polk,1,-3.15384615385,-1.526153846153846,1.347394540942928,San Francisco,23.0,REBALANCE! Remove bikes,2.0,5.0
Golden Gate at Polk,2,-3.11538461538,-0.9179487179487178,1.1153846153846154,San Francisco,23.0,REBALANCE! Remove bikes,3.0,5.0
Golden Gate at Polk,3,-2.5,-0.77272727272727293,1.1666666666666667,San Francisco,23.0,REBALANCE! Remove bikes,2.0,4.0
Golden Gate at Polk,4,-1.5,-1.1956521739130435,1.3518518518518519,San Francisco,23.0,REBALANCE! Remove bikes,1.0,3.0
Golden Gate at Polk,5,-0.185185185185,-0.72785829307568428,1.2251851851851852,San Francisco,23.0,DO NOT REBALANCE!,1.0,2.0
Golden Gate at Polk,6,-0.407407407407,-0.65141612200435728,0.92464878671775219,San Francisco,23.0,DO NOT REBALANCE!,1.0,2.0
Grant Avenue at Columbus Avenue,0,-12.2307692308,-1.5060728744939276,1.2783882783882774,San Francisco,15.0,REBALANCE! Remove bikes,11.0,14.0
Grant Avenue at Columbus Avenue,1,-12.5,-1.5833333333333339,1.6923076923076916,San Francisco,15.0,REBALANCE! Remove bikes,11.0,15.0
Grant Avenue at Columbus Avenue,2,-14.1538461538,-2.1318681318681314,2.5538461538461537,San Francisco,15.0,REBALANCE! Remove bikes,13.0,17.0
Grant Avenue at Columbus Avenue,3,-13.2692307692,-1.9660633484162879,1.7692307692307701,San Francisco,15.0,REBALANCE! Remove bikes,12.0,16.0
Grant Avenue at Columbus Avenue,4,-10.1923076923,-1.0804195804195817,1.0158371040723981,San Francisco,15.0,REBALANCE! Remove bikes,10.0,12.0
Grant Avenue at Columbus Avenue,5,-1.69230769231,-1.2124542124542124,1.3423076923076924,San Francisco,15.0,REBALANCE! Remove bikes,1.0,4.0
Grant Avenue at Columbus Avenue,6,-2.18518518519,-1.5244922341696534,1.1226851851851851,San Francisco,15.0,REBALANCE! Remove bikes,1.0,4.0
Harry Bridges Plaza (Ferry Building),0,1.84615384615,-1.9615384615384617,2.9433198380566803,San Francisco,23.0,DO NOT REBALANCE!,4.0,2.0
Harry Bridges Plaza (Ferry Building),1,1.61538461538,-1.4953846153846153,1.313186813186813,San Francisco,23.0,REBALANCE! Add bikes,4.0,1.0
Harry Bridges Plaza (Ferry Building),2,2.26923076923,-1.5504807692307692,1.7641025641025641,San Francisco,23.0,REBALANCE! Add bikes,4.0,1.0
Harry Bridges Plaza (Ferry Building),3,3.96153846154,-2.755656108597285,3.2692307692307692,San Francisco,23.0,REBALANCE! Add bikes,7.0,1.0
Harry Bridges Plaza (Ferry Building),4,-0.269230769231,-4.3974358974358978,2.5850202429149798,San Francisco,23.0,DO NOT REBALANCE!,5.0,3.0
Harry Bridges Plaza (Ferry Building),5,1.14814814815,-2.074074074074074,2.4035759897828868,San Francisco,23.0,DO NOT REBALANCE!,4.0,2.0
Harry Bridges Plaza (Ferry Building),6,-1.18518518519,-1.5348148148148151,1.8994708994708995,San Francisco,23.0,DO NOT REBALANCE!,1.0,4.0
Howard at 2nd,0,2.84615384615,-1.5384615384615385,1.6538461538461537,San Francisco,19.0,REBALANCE! Add bikes,5.0,2.0
Howard at 2nd,1,1.57692307692,-1.8041958041958042,1.7668269230769231,San Francisco,19.0,DO NOT REBALANCE!,4.0,1.0
Howard at 2nd,2,1.11538461538,-0.99538461538461542,1.6465201465201464,San Francisco,19.0,DO NOT REBALANCE!,3.0,1.0
Howard at 2nd,3,2.88461538462,-0.97157190635451496,1.0413105413105415,San Francisco,19.0,REBALANCE! Add bikes,4.0,2.0
Howard at 2nd,4,2.42307692308,-1.5183150183150182,1.5369230769230771,San Francisco,19.0,REBALANCE! Add bikes,4.0,1.0
Howard at 2nd,5,0.259259259259,-0.96893667861409805,1.0185185185185184,San Francisco,19.0,DO NOT REBALANCE!,2.0,1.0
Howard at 2nd,6,-0.259259259259,-0.64983164983164987,0.77925925925925932,San Francisco,19.0,DO NOT REBALANCE!,1.0,2.0
Japantown,0,0.653846153846,-0.61936339522546424,0.70329670329670335,San Jose,15.0,DO NOT REBALANCE!,2.0,1.0
Japantown,1,0.84,-0.58999999999999997,0.66000000000000003,San Jose,15.0,REBALANCE! Add bikes,2.0,1.0
Japantown,2,0.346153846154,-0.61888111888111885,0.76495726495726502,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
Japantown,3,1.34615384615,-0.49615384615384628,0.55384615384615365,San Jose,15.0,REBALANCE! Add bikes,2.0,1.0
Japantown,4,0.5,-0.59090909090909094,0.5,San Jose,15.0,,2.0,0.0
Japantown,5,-0.12,-0.38,0.38923076923076921,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
Japantown,6,-0.08,-0.5956756756756757,0.69111111111111112,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
MLK Library,0,3.04,-0.80666666666666664,0.77249999999999996,San Jose,19.0,REBALANCE! Add bikes,4.0,3.0
MLK Library,1,1.92307692308,-0.57932692307692313,0.59544159544159547,San Jose,19.0,REBALANCE! Add bikes,3.0,2.0
MLK Library,2,3.03846153846,-0.66346153846153832,0.84389140271493224,San Jose,19.0,REBALANCE! Add bikes,4.0,3.0
MLK Library,3,2.38461538462,-0.7027972027972027,0.61538461538461542,San Jose,19.0,REBALANCE! Add bikes,4.0,2.0
MLK Library,4,2.28,-0.66888888888888864,0.79407407407407415,San Jose,19.0,REBALANCE! Add bikes,3.0,2.0
MLK Library,5,0.333333333333,-0.48717948717948717,0.62318840579710155,San Jose,19.0,DO NOT REBALANCE!,1.0,1.0
MLK Library,6,0.0,-0.70588235294117652,0.91304347826086951,San Jose,19.0,DO NOT REBALANCE!,1.0,1.0
Market at 10th,0,-4.55555555556,-1.4444444444444446,1.5972222222222219,San Francisco,27.0,REBALANCE! Remove bikes,4.0,7.0
Market at 10th,1,-1.88461538462,-2.0101214574898787,1.917948717948718,San Francisco,27.0,DO NOT REBALANCE!,1.0,4.0
Market at 10th,2,-6.0,-1.2380952380952381,1.6500000000000004,San Francisco,27.0,REBALANCE! Remove bikes,5.0,8.0
Market at 10th,3,-4.76923076923,-1.6518218623481786,1.9358974358974357,San Francisco,27.0,REBALANCE! Remove bikes,4.0,7.0
Market at 10th,4,-4.65384615385,-1.5226244343891402,1.5797720797720802,San Francisco,27.0,REBALANCE! Remove bikes,4.0,7.0
Market at 10th,5,-1.11111111111,-1.1196581196581197,0.98611111111111116,San Francisco,27.0,DO NOT REBALANCE!,1.0,3.0
Market at 10th,6,-0.740740740741,-0.7592592592592593,1.065065065065065,San Francisco,27.0,DO NOT REBALANCE!,1.0,2.0
Market at 4th,0,-2.57692307692,-1.9013377926421406,1.7890442890442892,San Francisco,19.0,REBALANCE! Remove bikes,1.0,5.0
Market at 4th,1,0.538461538462,-1.5014245014245013,2.0448717948717952,San Francisco,19.0,DO NOT REBALANCE!,3.0,2.0
